case_id,investigation_type,investigation_date,findings
20251030-3867,Evidence Collection,2024-11-30 16:02:20,Investigation findings for case 20251030-3867
20251030-3867,Follow-up,2024-12-05 16:02:20,Investigation findings for case 20251030-3867
20251030-3867,Follow-up,2024-12-01 16:02:20,Investigation findings for case 20251030-3867
20251030-3870,Follow-up,2024-02-26 00:55:53,Investigation findings for case 20251030-3870
20251030-3870,Evidence Collection,2024-03-06 00:55:53,Investigation findings for case 20251030-3870
20251030-3870,Initial,2024-03-10 00:55:53,Investigation findings for case 20251030-3870
20251030-3871,Follow-up,2023-09-24 19:08:05,Investigation findings for case 20251030-3871
20251030-3871,Follow-up,2023-09-05 19:08:05,Investigation findings for case 20251030-3871
20251030-3872,Initial,2024-09-28 18:59:04,Investigation findings for case 20251030-3872
20251030-3872,Initial,2024-10-01 18:59:04,Investigation findings for case 20251030-3872
20251030-3874,Follow-up,2024-07-14 12:26:07,Investigation findings for case 20251030-3874
20251030-3874,Initial,2024-06-28 12:26:07,Investigation findings for case 20251030-3874
20251030-3874,Interview,2024-06-28 12:26:07,Investigation findings for case 20251030-3874
20251030-3874,Initial,2024-06-28 12:26:07,Investigation findings for case 20251030-3874
20251030-3876,Follow-up,2024-12-18 20:41:19,Investigation findings for case 20251030-3876
20251030-3876,Follow-up,2025-01-11 20:41:19,Investigation findings for case 20251030-3876
20251030-3879,Initial,2024-08-07 13:19:50,Investigation findings for case 20251030-3879
20251030-3879,Interview,2024-07-31 13:19:50,Investigation findings for case 20251030-3879
20251030-3879,Evidence Collection,2024-07-26 13:19:50,Investigation findings for case 20251030-3879
20251030-3879,Follow-up,2024-07-24 13:19:50,Investigation findings for case 20251030-3879
20251030-3879,Initial,2024-07-24 13:19:50,Investigation findings for case 20251030-3879
20251030-3880,Evidence Collection,2023-07-12 09:49:18,Investigation findings for case 20251030-3880
20251030-3880,Interview,2023-07-02 09:49:18,Investigation findings for case 20251030-3880
20251030-3880,Evidence Collection,2023-06-27 09:49:18,Investigation findings for case 20251030-3880
20251030-3881,Interview,2023-07-14 14:52:20,Investigation findings for case 20251030-3881
20251030-3881,Interview,2023-07-12 14:52:20,Investigation findings for case 20251030-3881
20251030-3881,Interview,2023-07-23 14:52:20,Investigation findings for case 20251030-3881
20251030-3881,Initial,2023-07-19 14:52:20,Investigation findings for case 20251030-3881
20251030-3886,Evidence Collection,2023-12-26 19:37:41,Investigation findings for case 20251030-3886
20251030-3886,Initial,2023-12-17 19:37:41,Investigation findings for case 20251030-3886
20251030-3886,Follow-up,2023-12-22 19:37:41,Investigation findings for case 20251030-3886
20251030-3886,Follow-up,2023-12-30 19:37:41,Investigation findings for case 20251030-3886
20251030-3886,Interview,2023-12-27 19:37:41,Investigation findings for case 20251030-3886
20251030-3889,Interview,2023-08-25 07:12:12,Investigation findings for case 20251030-3889
20251030-3890,Evidence Collection,2023-11-17 19:48:05,Investigation findings for case 20251030-3890
20251030-3890,Interview,2023-10-29 19:48:05,Investigation findings for case 20251030-3890
20251030-3890,Initial,2023-10-30 19:48:05,Investigation findings for case 20251030-3890
20251030-3890,Evidence Collection,2023-11-08 19:48:05,Investigation findings for case 20251030-3890
20251030-3894,Interview,2024-01-11 17:19:15,Investigation findings for case 20251030-3894
20251030-3894,Evidence Collection,2023-12-29 17:19:15,Investigation findings for case 20251030-3894
20251030-3895,Interview,2023-11-07 13:41:25,Investigation findings for case 20251030-3895
20251030-3895,Evidence Collection,2023-10-29 13:41:25,Investigation findings for case 20251030-3895
20251030-3895,Initial,2023-11-12 13:41:25,Investigation findings for case 20251030-3895
20251030-3895,Evidence Collection,2023-11-15 13:41:25,Investigation findings for case 20251030-3895
20251030-3895,Follow-up,2023-11-12 13:41:25,Investigation findings for case 20251030-3895
20251030-3897,Interview,2023-06-29 17:42:22,Investigation findings for case 20251030-3897
20251030-3897,Evidence Collection,2023-06-23 17:42:22,Investigation findings for case 20251030-3897
20251030-3897,Interview,2023-06-22 17:42:22,Investigation findings for case 20251030-3897
20251030-3897,Interview,2023-06-09 17:42:22,Investigation findings for case 20251030-3897
20251030-3899,Interview,2023-12-26 20:51:57,Investigation findings for case 20251030-3899
20251030-3899,Follow-up,2023-12-22 20:51:57,Investigation findings for case 20251030-3899
20251030-3900,Evidence Collection,2024-07-25 22:02:06,Investigation findings for case 20251030-3900
20251030-3900,Evidence Collection,2024-08-07 22:02:06,Investigation findings for case 20251030-3900
20251030-3900,Interview,2024-08-04 22:02:06,Investigation findings for case 20251030-3900
20251030-3900,Follow-up,2024-08-11 22:02:06,Investigation findings for case 20251030-3900
20251030-3902,Follow-up,2023-12-12 09:29:15,Investigation findings for case 20251030-3902
20251030-3905,Initial,2023-03-17 21:31:13,Investigation findings for case 20251030-3905
20251030-3905,Initial,2023-03-07 21:31:13,Investigation findings for case 20251030-3905
20251030-3905,Initial,2023-03-08 21:31:13,Investigation findings for case 20251030-3905
20251030-3905,Initial,2023-03-18 21:31:13,Investigation findings for case 20251030-3905
20251030-3905,Follow-up,2023-03-28 21:31:13,Investigation findings for case 20251030-3905
20251030-3906,Interview,2024-10-01 20:05:31,Investigation findings for case 20251030-3906
20251030-3906,Initial,2024-10-08 20:05:31,Investigation findings for case 20251030-3906
20251030-3906,Interview,2024-10-17 20:05:31,Investigation findings for case 20251030-3906
20251030-3906,Initial,2024-10-14 20:05:31,Investigation findings for case 20251030-3906
20251030-3906,Interview,2024-10-16 20:05:31,Investigation findings for case 20251030-3906
20251030-3907,Initial,2024-11-04 12:44:21,Investigation findings for case 20251030-3907
20251030-3907,Evidence Collection,2024-11-07 12:44:21,Investigation findings for case 20251030-3907
20251030-3907,Evidence Collection,2024-10-30 12:44:21,Investigation findings for case 20251030-3907
20251030-3908,Follow-up,2024-09-05 19:54:40,Investigation findings for case 20251030-3908
20251030-3908,Initial,2024-10-01 19:54:40,Investigation findings for case 20251030-3908
20251030-3908,Follow-up,2024-09-25 19:54:40,Investigation findings for case 20251030-3908
20251030-3911,Interview,2024-12-20 15:52:21,Investigation findings for case 20251030-3911
20251030-3911,Interview,2024-12-16 15:52:21,Investigation findings for case 20251030-3911
20251030-3911,Interview,2024-12-19 15:52:21,Investigation findings for case 20251030-3911
20251030-3911,Interview,2024-12-23 15:52:21,Investigation findings for case 20251030-3911
20251030-3913,Evidence Collection,2025-01-07 18:01:53,Investigation findings for case 20251030-3913
20251030-3913,Follow-up,2024-12-16 18:01:53,Investigation findings for case 20251030-3913
20251030-3913,Interview,2024-12-17 18:01:53,Investigation findings for case 20251030-3913
20251030-3914,Initial,2023-07-04 20:57:35,Investigation findings for case 20251030-3914
20251030-3914,Interview,2023-06-23 20:57:35,Investigation findings for case 20251030-3914
20251030-3914,Follow-up,2023-07-02 20:57:35,Investigation findings for case 20251030-3914
20251030-3914,Interview,2023-06-21 20:57:35,Investigation findings for case 20251030-3914
20251030-3914,Follow-up,2023-07-07 20:57:35,Investigation findings for case 20251030-3914
20251030-3915,Evidence Collection,2023-12-19 15:02:18,Investigation findings for case 20251030-3915
20251030-3915,Interview,2023-12-16 15:02:18,Investigation findings for case 20251030-3915
20251030-3916,Evidence Collection,2024-05-16 06:17:34,Investigation findings for case 20251030-3916
20251030-3917,Initial,2024-05-17 10:05:51,Investigation findings for case 20251030-3917
20251030-3917,Follow-up,2024-05-07 10:05:51,Investigation findings for case 20251030-3917
20251030-3917,Follow-up,2024-05-04 10:05:51,Investigation findings for case 20251030-3917
20251030-3917,Evidence Collection,2024-05-12 10:05:51,Investigation findings for case 20251030-3917
20251030-3918,Initial,2023-06-10 11:55:43,Investigation findings for case 20251030-3918
20251030-3918,Follow-up,2023-06-06 11:55:43,Investigation findings for case 20251030-3918
20251030-3918,Interview,2023-06-06 11:55:43,Investigation findings for case 20251030-3918
20251030-3918,Interview,2023-05-14 11:55:43,Investigation findings for case 20251030-3918
20251030-3924,Initial,2024-04-08 09:39:50,Investigation findings for case 20251030-3924
20251030-3924,Evidence Collection,2024-04-17 09:39:50,Investigation findings for case 20251030-3924
20251030-3927,Evidence Collection,2023-04-11 13:50:57,Investigation findings for case 20251030-3927
20251030-3927,Initial,2023-04-06 13:50:57,Investigation findings for case 20251030-3927
20251030-3927,Interview,2023-04-04 13:50:57,Investigation findings for case 20251030-3927
20251030-3927,Follow-up,2023-04-19 13:50:57,Investigation findings for case 20251030-3927
20251030-3927,Interview,2023-04-02 13:50:57,Investigation findings for case 20251030-3927
20251030-3929,Follow-up,2023-05-20 18:25:24,Investigation findings for case 20251030-3929
20251030-3929,Interview,2023-05-24 18:25:24,Investigation findings for case 20251030-3929
20251030-3929,Evidence Collection,2023-05-02 18:25:24,Investigation findings for case 20251030-3929
20251030-3929,Evidence Collection,2023-05-11 18:25:24,Investigation findings for case 20251030-3929
20251030-3932,Evidence Collection,2023-02-03 16:47:41,Investigation findings for case 20251030-3932
20251030-3933,Initial,2023-12-03 14:40:31,Investigation findings for case 20251030-3933
20251030-3933,Initial,2023-12-08 14:40:31,Investigation findings for case 20251030-3933
20251030-3936,Interview,2024-02-15 11:21:12,Investigation findings for case 20251030-3936
20251030-3936,Initial,2024-02-16 11:21:12,Investigation findings for case 20251030-3936
20251030-3936,Initial,2024-01-29 11:21:12,Investigation findings for case 20251030-3936
20251030-3936,Initial,2024-01-30 11:21:12,Investigation findings for case 20251030-3936
20251030-3942,Initial,2023-06-22 15:23:04,Investigation findings for case 20251030-3942
20251030-3942,Follow-up,2023-07-14 15:23:04,Investigation findings for case 20251030-3942
20251030-3942,Initial,2023-07-10 15:23:04,Investigation findings for case 20251030-3942
20251030-3943,Initial,2023-04-13 17:39:27,Investigation findings for case 20251030-3943
20251030-3943,Interview,2023-04-05 17:39:27,Investigation findings for case 20251030-3943
20251030-3944,Evidence Collection,2024-06-25 06:23:47,Investigation findings for case 20251030-3944
20251030-3944,Initial,2024-06-28 06:23:47,Investigation findings for case 20251030-3944
20251030-3946,Evidence Collection,2024-01-10 19:24:41,Investigation findings for case 20251030-3946
20251030-3948,Follow-up,2023-10-19 13:13:26,Investigation findings for case 20251030-3948
20251030-3948,Follow-up,2023-11-03 13:13:26,Investigation findings for case 20251030-3948
20251030-3948,Interview,2023-10-28 13:13:26,Investigation findings for case 20251030-3948
20251030-3950,Follow-up,2024-07-29 16:40:51,Investigation findings for case 20251030-3950
20251030-3950,Follow-up,2024-07-09 16:40:51,Investigation findings for case 20251030-3950
20251030-3951,Follow-up,2023-03-14 12:48:31,Investigation findings for case 20251030-3951
20251030-3952,Follow-up,2024-05-19 20:54:24,Investigation findings for case 20251030-3952
20251030-3952,Follow-up,2024-05-24 20:54:24,Investigation findings for case 20251030-3952
20251030-3952,Evidence Collection,2024-05-19 20:54:24,Investigation findings for case 20251030-3952
20251030-3953,Initial,2024-07-12 18:27:09,Investigation findings for case 20251030-3953
20251030-3953,Interview,2024-07-20 18:27:09,Investigation findings for case 20251030-3953
20251030-3953,Interview,2024-07-15 18:27:09,Investigation findings for case 20251030-3953
20251030-3954,Evidence Collection,2024-02-25 12:13:50,Investigation findings for case 20251030-3954
20251030-3955,Evidence Collection,2024-08-18 18:24:18,Investigation findings for case 20251030-3955
20251030-3956,Evidence Collection,2024-07-13 20:27:36,Investigation findings for case 20251030-3956
20251030-3956,Follow-up,2024-07-24 20:27:36,Investigation findings for case 20251030-3956
20251030-3956,Initial,2024-07-16 20:27:36,Investigation findings for case 20251030-3956
20251030-3957,Evidence Collection,2023-02-02 19:15:14,Investigation findings for case 20251030-3957
20251030-3957,Evidence Collection,2023-01-31 19:15:14,Investigation findings for case 20251030-3957
20251030-3957,Follow-up,2023-01-16 19:15:14,Investigation findings for case 20251030-3957
20251030-3958,Interview,2024-02-03 19:44:18,Investigation findings for case 20251030-3958
20251030-3958,Follow-up,2024-02-08 19:44:18,Investigation findings for case 20251030-3958
20251030-3959,Initial,2024-08-23 19:40:00,Investigation findings for case 20251030-3959
20251030-3959,Evidence Collection,2024-08-23 19:40:00,Investigation findings for case 20251030-3959
20251030-3960,Follow-up,2023-06-10 12:18:44,Investigation findings for case 20251030-3960
20251030-3960,Initial,2023-06-08 12:18:44,Investigation findings for case 20251030-3960
20251030-3960,Evidence Collection,2023-06-02 12:18:44,Investigation findings for case 20251030-3960
20251030-3962,Evidence Collection,2023-03-09 20:55:04,Investigation findings for case 20251030-3962
20251030-3962,Interview,2023-02-24 20:55:04,Investigation findings for case 20251030-3962
20251030-3962,Evidence Collection,2023-03-01 20:55:04,Investigation findings for case 20251030-3962
20251030-3962,Follow-up,2023-03-04 20:55:04,Investigation findings for case 20251030-3962
20251030-3962,Initial,2023-03-07 20:55:04,Investigation findings for case 20251030-3962
